"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"EMAIL";"EMAIL2";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"SEGREGADA";"EDUC. DIFERENCIADA";"Total 2017-2018";"Total 2018-2019";"Total 2019-2020";"Total 2020-2021";"Total 2021-2022";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Educación Infantil Especial 2019-2020";"Educación Infantil Especial 2020-2021";"Educación Infantil Especial 2021-2022";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil I Ciclo 2019-2020";"Infantil I Ciclo 2020-2021";"Infantil I Ciclo 2021-2022";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Infantil II Ciclo 2019-2020";"Infantil II Ciclo 2020-2021";"Infantil II Ciclo 2021-2022";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Educación Básica Obligatoria 2019-2020";"Educación Básica Obligatoria 2020-2021";"Educación Básica Obligatoria 2021-2022";"Primaria 2017-2018";"Primaria 2018-2019";"Primaria 2019-2020";"Primaria 2020-2021";"Primaria 2021-2022";"ESO 2017-2018";"ESO 2018-2019";"ESO 2019-2020";"ESO 2020-2021";"ESO 2021-2022";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"Bachillerato 2019-2020";"Bachillerato 2020-2021";"Bachillerato 2021-2022";"FP GM 2017-2018";"FP GM 2018-2019";"FP GM 2019-2020";"FP GM 2020-2021";"FP GM 2021-2022";"FP GS 2017-2018";"FP GS 2018-2019";"FP GS 2019-2020";"FP GS 2020-2021";"FP GS 2021-2022";"FPB 2017-2018";"FPB 2018-2019";"FPB 2019-2020";"FPB 2020-2021";"FPB 2021-2022";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Módulos Voluntarios 2019-2020";"PCPI: Módulos Voluntarios 2020-2021";"PCPI: Módulos Voluntarios 2021-2022";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"PCPI: Especial 2019-2020";"PCPI: Especial 2020-2021";"PCPI: Especial 2021-2022";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programa Formación Transición Vida Adulta 2019-2020";"Programa Formación Transición Vida Adulta 2020-2021";"Programa Formación Transición Vida Adulta 2021-2022";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"Programas Profesionales Modalidad Especial 2019-2020";"Programas Profesionales Modalidad Especial 2020-2021";"Programas Profesionales Modalidad Especial 2021-2022";"lat";"lng";"Programas Profesionales Modalidad General 2019-2020";"Programas Profesionales Modalidad General 2020-2021";"Programas Profesionales Modalidad General 2021-2022"
"Madrid-Norte";"28044252";"EEI";"CANTINELA";"Sector Descubridores, 18 ";"Tres Cantos";"-";"28760";"918033249";"-";"eei.cantinela.trescantos@educa.madrid.org";"eicantinela@hotmail.com";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044252";"eei.cantinela.trescantos@educa.madrid.org";"";"NO";"";"70";"91";"104";"109";"113";"";"";"";"";"";"70";"91";"104";"109";"113";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6108761";"-3.7164989";"";"";""
"Madrid-Sur";"28068086";"EEI";"CARACOL COL COL";"Calle Tablas De Daimiel, S/n ";"Ciempozuelos";"-";"28350";"918086676";"918930668";"eei.caracolcolcol.ciempozuelos@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068086";"eei.caracolcolcol.ciempozuelos@educa.madrid.org";"";"NO";"";"140";"163";"143";"124";"141";"";"";"";"";"";"140";"163";"143";"124";"141";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.152862";"-3.6303092";"";"";""
"Madrid-Norte";"28058147";"EEI";"CARANTOÑAS";"Calle Dalia, 18 ";"Cobeña";"-";"28863";"916208527";"916208527";"eei.carantonas.cobena@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058147";"eei.carantonas.cobena@educa.madrid.org";"";"NO";"";"81";"85";"82";"79";"82";"";"";"";"";"";"81";"85";"82";"79";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5696905";"-3.5018553";"";"";""
"Madrid-Capital";"28043491";"EEI";"CARRICOCHE";"Calle De Moreja, 1 ";"Madrid";"Usera";"28041";"913170465";"913698583";"eei.carricoche.madrid@educa.madrid.org";"eeicarricoche@telefonica.net";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043491";"eei.carricoche.madrid@educa.madrid.org";"";"NO";"";"109";"107";"0";"0";"114";"";"";"";"";"";"109";"107";"0";"0";"114";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3704405";"-3.69933";"";"";""
"Madrid-Este";"28044136";"EEI";"CARRUSEL";"Calle Violeta, 17 ";"Alcalá de Henares";"-";"28803";"918818387";"918818387";"eei.carrusel.alcala@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044136";"eei.carrusel.alcala@educa.madrid.org";"";"NO";"";"144";"144";"136";"141";"142";"";"";"";"";"";"144";"144";"136";"141";"142";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4755207";"-3.3715147";"";"";""
"Madrid-Sur";"28044288";"EEI";"CASA DE LOS NIÑOS";"Avenida De Los Ángeles, 24 ";"Getafe";"-";"28903";"912027973";"-";"eei.casadelosninos.getafe@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044288";"eei.casadelosninos.getafe@educa.madrid.org";"";"NO";"";"123";"117";"117";"114";"115";"";"";"";"";"";"62";"61";"60";"59";"58";"61";"56";"57";"55";"57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3092258";"-3.7202342";"";"";""
"Madrid-Norte";"28064305";"EEI";"CASCABELES";"Calle Federico Moreno Torroba, S/n ";"Alcobendas";"-";"28100";"914904824";"917080207";"eei.cascabeles.alcobendas@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064305";"eei.cascabeles.alcobendas@educa.madrid.org";"";"NO";"";"117";"112";"109";"113";"113";"";"";"";"";"";"117";"112";"109";"113";"113";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5495776";"-3.6523419";"";"";""
"Madrid-Sur";"28046947";"EEI";"CASCANUECES";"Calle De Los Arquitectos, 35 ";"Getafe";"-";"28903";"916823802";"-";"eei.cascanueces.getafe@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046947";"eei.cascanueces.getafe@educa.madrid.org";"";"NO";"";"105";"107";"104";"106";"102";"";"";"";"";"";"105";"107";"104";"106";"102";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3221366";"-3.725952299999999";"";"";""
"Madrid-Sur";"28064123";"EEI";"CASIOPEA";"Calle Toledo, 54 ";"Getafe";"-";"28901";"916950164";"916950164";"eei.casiopea.getafe@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064123";"eei.casiopea.getafe@educa.madrid.org";"";"NO";"";"116";"118";"115";"115";"112";"";"";"";"";"";"116";"118";"115";"115";"112";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2987001";"-3.735725099999999";"";"";""
"Madrid-Este";"28044203";"EEI";"CHARLIE RIVEL";"Calle De Velázquez, S/n ";"Coslada";"-";"28821";"916738938";"916738938";"eei.charlierivel.coslada@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044203";"eei.charlierivel.coslada@educa.madrid.org";"";"NO";"";"174";"169";"173";"156";"168";"";"";"";"";"";"174";"169";"173";"156";"168";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4232478";"-3.5645183";"";"";""
"Madrid-Capital";"28043508";"EEI";"CHAVALITOS";"Calle De Pradales, 8 ";"Madrid";"Latina";"28047";"914647850";"914630659";"eei.chavalitos.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043508";"eei.chavalitos.madrid@educa.madrid.org";"";"NO";"";"96";"93";"94";"91";"91";"";"";"";"";"";"96";"93";"94";"91";"91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4030326";"-3.7484683";"";"";""
"Madrid-Capital";"28070664";"EEI";"CIELO AZUL";"Bulevar De Indalecio Prieto, 16 ";"Madrid";"Vicálvaro";"28032";"917720849";"-";"eei.cieloazul.madrid@educa.madrid.org";"cieloazul@educaula.org";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070664";"eei.cieloazul.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4019062";"-3.6212657";"";"";""
"Madrid-Capital";"28068050";"EEI";"CINCO LOBITOS";"Calle De Forsitia, 2 ";"Madrid";"Carabanchel";"28054";"914006684";"914006684";"eei.cincolobitos.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068050";"eei.cincolobitos.madrid@educa.madrid.org";"";"NO";"";"178";"185";"169";"156";"173";"";"";"";"";"";"178";"185";"169";"156";"173";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3628043";"-3.7562059";"";"";""
"Madrid-Sur";"28043909";"EEI";"COLORES";"Calle Coronel De Palma, S/n ";"Móstoles";"-";"28934";"916180211";"916180211";"eei.colores.mostoles@educa.madrid.org";"BLOG: escuelainfantilcoloresmostoles.blogspot.com.es";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043909";"eei.colores.mostoles@educa.madrid.org";"";"NO";"";"119";"123";"117";"99";"117";"";"";"";"";"";"119";"123";"117";"99";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3185685";"-3.8722254";"";"";""
"Madrid-Capital";"28047587";"EEI";"COLORIN COLORADO";"Calle Del Conde De Torralba, 8 ";"Madrid";"Chamartín";"28046";"917331277";"-";"eei.colorincolorado.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047587";"eei.colorincolorado.madrid@educa.madrid.org";"";"NO";"";"104";"93";"94";"90";"92";"";"";"";"";"";"104";"93";"94";"90";"92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4786018";"-3.6845714";"";"";""
"Madrid-Oeste";"28058202";"EEI";"CUENTACUENTOS";"Calle Fuente Del Álamo, 10 ";"Collado Villalba";"-";"28400";"918510929";"918510929";"eei.cuentacuentos.colladovillalba@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058202";"eei.cuentacuentos.colladovillalba@educa.madrid.org";"";"NO";"";"91";"115";"115";"112";"116";"";"";"";"";"";"91";"115";"115";"112";"116";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6439262";"-3.9943407";"";"";""
"Madrid-Este";"28044215";"EEI";"DIAMELA";"Calle Colombia, S/n ";"Coslada";"-";"28823";"916735343";"-";"eei.diamela.coslada@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044215";"eei.diamela.coslada@educa.madrid.org";"";"NO";"";"191";"192";"190";"185";"191";"";"";"";"";"";"191";"192";"190";"185";"191";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4271589";"-3.5427487";"";"";""
"Madrid-Este";"28067860";"EEI";"DON MELITON";"Calle Arturo Soria, 5 ";"Alcalá de Henares";"-";"28806";"918786757";"-";"eei.donmeliton.alcala@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067860";"eei.donmeliton.alcala@educa.madrid.org";"";"NO";"";"146";"146";"127";"145";"151";"";"";"";"";"";"146";"146";"127";"145";"151";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4827701";"-3.38925";"";"";""
"Madrid-Oeste";"28072338";"EEI";"DON PIMPON";"Calle De Murillo, 1 ";"Galapagar";"-";"28420";"918585012";"-";"eei.donpimpon.galapagar@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072338";"eei.donpimpon.galapagar@educa.madrid.org";"";"NO";"";"75";"67";"87";"76";"89";"";"";"";"";"";"75";"67";"87";"76";"89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.59593599999999";"-3.9846139";"";"";""
"Madrid-Capital";"28072028";"EEI";"DOÑA FRANCISQUITA";"Calle De Cambados, 1 ";"Madrid";"Hortaleza";"28050";"917642004";"917642004";"eei.donafrancisquita.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072028";"eei.donafrancisquita.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2852946";"-3.9154191";"";"";""
"Madrid-Sur";"28061687";"EEI";"DULCINEA";"Calle Moraña, 27 ";"Leganés";"-";"28915";"916808230";"-";"eei.dulcinea.leganes@educa.madrid.org";"direccion.eidulcinea@grupo5.net";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061687";"eei.dulcinea.leganes@educa.madrid.org";"";"NO";"";"78";"84";"84";"0";"82";"";"";"";"";"";"78";"84";"84";"0";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.331442";"-3.7542774";"";"";""
"Madrid-Capital";"28047472";"EEI";"EL ALBA";"Calle De Toledo, 181 ";"Madrid";"Arganzuela";"28005";"915173351";"915173351";"eei.elalba.madrid@educa.madrid.org";"elalbaescuela@gmail.com";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047472";"eei.elalba.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4015289";"-3.7136441";"";"";""
"Madrid-Norte";"28068232";"EEI";"EL ALMENDRO";"Calle De Juan Gris, 3 ";"Colmenar Viejo";"-";"28770";"918473480";"-";"eei.elalmendro.colmenarviejo@educa.madrid.org";"eei.elalmendro@gmail.com";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068232";"eei.elalmendro.colmenarviejo@educa.madrid.org";"";"NO";"";"136";"154";"146";"161";"170";"";"";"";"";"";"136";"154";"146";"161";"170";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6728043";"-3.774383899999999";"";"";""
"Madrid-Este";"28070263";"EEI";"EL ARLEQUIN";"Avenida De José Hierro, 88 ";"Rivas-Vaciamadrid";"-";"28521";"914991589";"916442764";"eei.elarlequin.rivas@educa.madrid.org";"eei.elarquelin@gmail.com";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070263";"eei.elarlequin.rivas@educa.madrid.org";"";"NO";"";"186";"192";"183";"190";"191";"";"";"";"";"";"186";"192";"183";"190";"191";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.344938";"-3.5266471";"";"";""
"Madrid-Capital";"28072065";"EEI";"EL BARBERILLO DE LAVAPIES";"Calle Del Granito, 32 C/v Plomo, 16 ";"Madrid";"Arganzuela";"28045";"915397437";"915397437";"eei.elbarberillodelavapies.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072065";"eei.elbarberillodelavapies.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3936904";"-3.6900977";"";"";""
"Madrid-Capital";"28071851";"EEI";"EL BATEO";"Calle De Pinos De Osuna, 3 ";"Madrid";"Barajas";"28042";"917414436";"-";"eei.elbateo.madrid@educa.madrid.org";"eielbateo@madrid.es";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071851";"eei.elbateo.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.45098309999999";"-3.592538499999999";"";"";""
"Madrid-Capital";"28043466";"EEI";"EL BELEN";"Calle De Braille, 23 ";"Madrid";"Fuencarral-El Pardo";"28034";"917341043";"917341043";"eei.elbelen.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043466";"eei.elbelen.madrid@educa.madrid.org";"";"NO";"";"101";"104";"93";"95";"107";"";"";"";"";"";"101";"104";"93";"95";"107";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4953497";"-3.6971531";"";"";""
"Madrid-Sur";"28070937";"EEI";"EL BONSAI";"Calle De Ernest Lluch, S/n ";"Fuenlabrada";"-";"28942";"914985345";"914985345";"eei.elbonsai.fuenlabrada@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070937";"eei.elbonsai.fuenlabrada@educa.madrid.org";"";"NO";"";"151";"150";"165";"159";"165";"";"";"";"";"";"151";"150";"165";"159";"165";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2903088";"-3.8188097";"";"";""
"Madrid-Sur";"28064299";"EEI";"EL BOSQUE";"Calle De La Encina, 2 ";"Humanes de Madrid";"-";"28970";"914982718";"914982718";"eei.elbosque.humanes@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064299";"eei.elbosque.humanes@educa.madrid.org";"";"NO";"";"50";"76";"41";"38";"41";"";"";"";"";"";"50";"76";"41";"38";"41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3384592";"-3.771491399999999";"";"";""
"Madrid-Capital";"28063076";"EEI";"EL BOSQUE";"Calle De Delicias, 32 ";"Madrid";"Arganzuela";"28045";"915271590";"915271590";"eei.elbosque.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063076";"eei.elbosque.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2839984";"-3.7979521";"";"";""
"Madrid-Capital";"28043481";"EEI";"EL CARMEN";"Calle De Vélez Rubio, 181 ";"Madrid";"Hortaleza";"28033";"913029923";"913029923";"eei.elcarmen.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043481";"eei.elcarmen.madrid@educa.madrid.org";"";"NO";"";"147";"145";"156";"132";"139";"";"";"";"";"";"87";"85";"92";"89";"84";"60";"60";"64";"43";"55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.47976";"-3.6604661";"";"";""
"Madrid-Este";"28048142";"EEI";"EL CASCANUECES";"Calle De Paz Camacho, 72 ";"Velilla de San Antonio";"-";"28891";"916552125";"916552125";"eei.elcascanueces.velilla@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048142";"eei.elcascanueces.velilla@educa.madrid.org";"";"NO";"";"89";"98";"116";"117";"117";"";"";"";"";"";"89";"98";"116";"117";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.373001";"-3.4872901";"";"";""
"Madrid-Capital";"28071887";"EEI";"EL CASERIO";"Calle De María Teresa Robledo, 3 ";"Madrid";"Puente de Vallecas";"28018";"913808654";"91 380 86 54";"eei.elcaserio.madrid@educa.madrid.org";"-";"Público";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071887";"eei.elcaserio.madrid@educa.madrid.org";"";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3873601";"-3.6576502";"";"";""
